1,18.7945099,20.9243507,-6.58317614
2,18.6198997,20.8160801,-7.73658323
3,18.7022495,19.8177605,-6.58782482
4,18.5310497,19.7423706,-7.72811317
5,18.6100006,18.7111797,-6.59247494
6,18.4421997,18.6686592,-7.71964407
7,19.4321804,20.9251804,-6.55497313
8,19.2740993,20.8159294,-7.80860615
9,19.3531799,19.7148895,-6.5596652
10,19.2041702,19.6317291,-7.79792976
11,19.2741795,18.5045891,-6.56435585
12,19.1342297,18.4475307,-7.78725386
19,20.0698509,20.9260197,-6.52677011
20,19.9283104,20.8157902,-7.88063002
21,20.0041103,19.612009,-6.53150415
22,19.8772793,19.5210991,-7.86774683
23,19.9383602,18.2980099,-6.53623819
24,19.8262596,18.2264004,-7.85486412
31,20.7075195,20.9268494,-6.49856615
32,20.58251,20.8156395,-7.95265388
33,20.6550407,19.50914,-6.50334311
34,20.5503998,19.4104595,-7.9375639
35,20.6025505,18.0914192,-6.50811911
36,20.5182896,18.0052795,-7.92247391
39,18.1444893,17.6966095,-6.45842981
40,17.9969807,17.6800308,-7.57116985
41,17.6789799,16.6820393,-6.32438612
42,17.5517502,16.6913891,-7.42269611
45,18.7632504,17.3887196,-6.43202305
46,18.64221,17.3501492,-7.63370609
47,18.2523098,16.27285,-6.29968977
48,18.1501808,16.2527695,-7.48015785
57,19.3820095,17.0808296,-6.40561581
58,19.2874298,17.0202808,-7.69624186
59,18.8256493,15.8636503,-6.27499485
60,18.7486095,15.8141603,-7.53762102
69,20.0007706,16.7729397,-6.37920904
70,19.9326591,16.6904106,-7.75877905
71,19.3989906,15.4544497,-6.25029993
72,19.3470306,15.3755398,-7.59508324
74,18.4473209,20.7090702,-8.87657738
76,18.3727093,19.6706104,-8.7821312
78,18.2980995,18.6321507,-8.68768406
80,19.1173801,20.7075195,-9.05329895
82,19.0654106,19.5527191,-8.95039463
84,19.0134506,18.3979206,-8.84749126
92,19.7874298,20.7059803,-9.23001957
94,19.75811,19.4348392,-9.11865902
96,19.7287903,18.1637001,-9.00729847
104,20.4574909,20.7044296,-9.40674114
106,20.4508209,19.3169498,-9.28692341
108,20.4441395,17.9294701,-9.16710567
112,17.8620701,17.6663895,-8.59780693
114,17.4260406,16.7006302,-8.50793076
118,18.5313396,17.3154106,-8.74738979
120,18.0492306,16.2329006,-8.64728832
130,19.2006092,16.9644299,-8.8969717
132,18.6724205,15.7651701,-8.78664589
142,19.8698807,16.6134491,-9.04655457
144,19.2956104,15.2974396,-8.92600346
145,19.2371292,21.1987991,-3.65942407
146,19.0158195,21.0615692,-5.12130022
147,19.1446609,20.0110092,-3.64073801
148,18.9234505,19.9143906,-5.11428213
149,19.0521793,18.8232193,-3.62205195
150,18.8310909,18.7672005,-5.10726309
151,19.8101902,21.1819191,-3.64121199
152,19.6209793,21.0533695,-5.100492
153,19.7185097,19.9101791,-3.62704802
154,19.5357399,19.8124409,-5.09455585
155,19.6268291,18.6384392,-3.61288404
156,19.45051,18.5715199,-5.08862019
